Entity,Year,Total energy consumption,Total energy consumption from coal,Total energy consumption from natural gas,"Total energy consumption from nuclear, renewables, and other",Total energy consumption from petroleum and other liquids
INTL.4411-2-NGA-QBTU.A,1997,,(s),,,
INTL.4411-2-NGA-QBTU.A,1998,,(s),,,
INTL.4411-2-NGA-QBTU.A,1999,,(s),,,
INTL.4411-2-NGA-QBTU.A,2000,,(s),,,
INTL.4411-2-NGA-QBTU.A,2001,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2002,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2003,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2004,,(s),,,
INTL.4411-2-NGA-QBTU.A,2005,,(s),,,
INTL.4411-2-NGA-QBTU.A,2006,,(s),,,
INTL.4411-2-NGA-QBTU.A,2007,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2008,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2009,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2010,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2011,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2012,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2013,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2014,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2015,,0.001,,,
INTL.4411-2-NGA-QBTU.A,2016,,0.002,,,
INTL.4411-2-NGA-QBTU.A,2017,,0.002,,,
INTL.4411-2-NIC-QBTU.A,1980,,0,,,
INTL.4411-2-NIC-QBTU.A,1981,,0,,,
INTL.4411-2-NIC-QBTU.A,1982,,0,,,
INTL.4411-2-NIC-QBTU.A,1983,,0,,,
INTL.4411-2-NIC-QBTU.A,1984,,0,,,
INTL.4411-2-NIC-QBTU.A,1985,,0,,,
INTL.4411-2-NIC-QBTU.A,1986,,0,,,
INTL.4411-2-NIC-QBTU.A,1987,,0,,,
INTL.4411-2-NIC-QBTU.A,1988,,0,,,
INTL.4411-2-NIC-QBTU.A,1989,,0,,,
INTL.4411-2-NIC-QBTU.A,1990,,0,,,
INTL.4411-2-NIC-QBTU.A,1991,,0,,,
INTL.4411-2-NIC-QBTU.A,1992,,0,,,
INTL.4411-2-NIC-QBTU.A,1993,,0,,,
INTL.4411-2-NIC-QBTU.A,1994,,0,,,
INTL.4411-2-NIC-QBTU.A,1995,,0,,,
INTL.4411-2-NIC-QBTU.A,1996,,0,,,
INTL.4411-2-NIC-QBTU.A,1997,,0,,,
INTL.4411-2-NIC-QBTU.A,1998,,0,,,
INTL.4411-2-NIC-QBTU.A,1999,,0,,,
INTL.4411-2-NIC-QBTU.A,2000,,0,,,
INTL.4411-2-NIC-QBTU.A,2001,,0,,,
INTL.4411-2-NIC-QBTU.A,2002,,0,,,
INTL.4411-2-NIC-QBTU.A,2003,,0,,,
INTL.4411-2-NIC-QBTU.A,2004,,0,,,
INTL.4411-2-NIC-QBTU.A,2005,,0,,,
INTL.4411-2-NIC-QBTU.A,2006,,0,,,
INTL.4411-2-NIC-QBTU.A,2007,,0,,,
INTL.4411-2-NIC-QBTU.A,2008,,0,,,
INTL.4411-2-NIC-QBTU.A,2009,,0,,,
INTL.4411-2-NIC-QBTU.A,2010,,0,,,
INTL.4411-2-NIC-QBTU.A,2011,,0,,,
INTL.4411-2-NIC-QBTU.A,2012,,0,,,
INTL.4411-2-NIC-QBTU.A,2013,,0,,,
INTL.4411-2-NIC-QBTU.A,2014,,0,,,
INTL.4411-2-NIC-QBTU.A,2015,,0,,,
INTL.4411-2-NIC-QBTU.A,2016,,0,,,
INTL.4411-2-NIC-QBTU.A,2017,,0,,,
INTL.4411-2-NIU-QBTU.A,1980,,0,,,
INTL.4411-2-NIU-QBTU.A,1981,,0,,,
INTL.4411-2-NIU-QBTU.A,1982,,0,,,
INTL.4411-2-NIU-QBTU.A,1983,,0,,,
INTL.4411-2-NIU-QBTU.A,1984,,0,,,
INTL.4411-2-NIU-QBTU.A,1985,,0,,,
INTL.4411-2-NIU-QBTU.A,1986,,0,,,
INTL.4411-2-NIU-QBTU.A,1987,,0,,,
INTL.4411-2-NIU-QBTU.A,1988,,0,,,
INTL.4411-2-NIU-QBTU.A,1989,,0,,,
INTL.4411-2-NIU-QBTU.A,1990,,0,,,
INTL.4411-2-NIU-QBTU.A,1991,,0,,,
INTL.4411-2-NIU-QBTU.A,1992,,0,,,
INTL.4411-2-NIU-QBTU.A,1993,,0,,,
INTL.4411-2-NIU-QBTU.A,1994,,0,,,
INTL.4411-2-NIU-QBTU.A,1995,,0,,,
INTL.4411-2-NIU-QBTU.A,1996,,0,,,
INTL.4411-2-NIU-QBTU.A,1997,,0,,,
INTL.4411-2-NIU-QBTU.A,1998,,0,,,
INTL.4411-2-NIU-QBTU.A,1999,,0,,,
INTL.4411-2-NIU-QBTU.A,2000,,0,,,
INTL.4411-2-NIU-QBTU.A,2001,,0,,,
INTL.4411-2-NIU-QBTU.A,2002,,0,,,
INTL.4411-2-NIU-QBTU.A,2003,,0,,,
INTL.4411-2-NIU-QBTU.A,2004,,0,,,
INTL.4411-2-NIU-QBTU.A,2005,,0,,,
INTL.4411-2-NIU-QBTU.A,2006,,0,,,
INTL.4411-2-NIU-QBTU.A,2007,,0,,,
INTL.4411-2-NIU-QBTU.A,2008,,0,,,
INTL.4411-2-NIU-QBTU.A,2009,,0,,,
INTL.4411-2-NIU-QBTU.A,2010,,0,,,
INTL.4411-2-NIU-QBTU.A,2011,,0,,,
INTL.4411-2-NIU-QBTU.A,2012,,0,,,
INTL.4411-2-NIU-QBTU.A,2013,,0,,,
INTL.4411-2-NIU-QBTU.A,2014,,0,,,
INTL.4411-2-NIU-QBTU.A,2015,,0,,,
INTL.4411-2-NIU-QBTU.A,2016,,0,,,
INTL.4411-2-NIU-QBTU.A,2017,,0,,,
INTL.4411-2-NLD-QBTU.A,1980,,0.148,,,
INTL.4411-2-NLD-QBTU.A,1981,,0.16,,,
INTL.4411-2-NLD-QBTU.A,1982,,0.187,,,
INTL.4411-2-NLD-QBTU.A,1983,,0.182,,,
INTL.4411-2-NLD-QBTU.A,1984,,0.224,,,
INTL.4411-2-NLD-QBTU.A,1985,,0.228,,,
INTL.4411-2-NLD-QBTU.A,1986,,0.237,,,
INTL.4411-2-NLD-QBTU.A,1987,,0.254,,,
INTL.4411-2-NLD-QBTU.A,1988,,0.302,,,
INTL.4411-2-NLD-QBTU.A,1989,,0.308,,,
INTL.4411-2-NLD-QBTU.A,1990,,0.297,,,
INTL.4411-2-NLD-QBTU.A,1991,,0.281,,,
INTL.4411-2-NLD-QBTU.A,1992,,0.283,,,
INTL.4411-2-NLD-QBTU.A,1993,,0.278,,,
INTL.4411-2-NLD-QBTU.A,1994,,0.301,,,
INTL.4411-2-NLD-QBTU.A,1995,,0.329,,,
INTL.4411-2-NLD-QBTU.A,1996,,0.326,,,
INTL.4411-2-NLD-QBTU.A,1997,,0.326,,,
INTL.4411-2-NLD-QBTU.A,1998,,0.335,,,
INTL.4411-2-NLD-QBTU.A,1999,,0.279,,,
INTL.4411-2-NLD-QBTU.A,2000,,0.295,,,
INTL.4411-2-NLD-QBTU.A,2001,,0.316,,,
INTL.4411-2-NLD-QBTU.A,2002,,0.309,,,
INTL.4411-2-NLD-QBTU.A,2003,,0.308,,,
INTL.4411-2-NLD-QBTU.A,2004,,0.307,,,
INTL.4411-2-NLD-QBTU.A,2005,,0.297,,,
INTL.4411-2-NLD-QBTU.A,2006,,0.285,,,
INTL.4411-2-NLD-QBTU.A,2007,,0.305,,,
INTL.4411-2-NLD-QBTU.A,2008,,0.284,,,
INTL.4411-2-NLD-QBTU.A,2009,,0.264,,,
INTL.4411-2-NLD-QBTU.A,2010,,0.266,,,
INTL.4411-2-NLD-QBTU.A,2011,,0.267,,,
INTL.4411-2-NLD-QBTU.A,2012,,0.296,,,
INTL.4411-2-NLD-QBTU.A,2013,,0.308,,,
INTL.4411-2-NLD-QBTU.A,2014,,0.352,,,
INTL.4411-2-NLD-QBTU.A,2015,,0.428,,,
INTL.4411-2-NLD-QBTU.A,2016,,0.389,,,
INTL.4411-2-NLD-QBTU.A,2017,,0.356,,,
INTL.4411-2-NLDA-QBTU.A,1980,,0,,,
INTL.4411-2-NLDA-QBTU.A,1981,,0,,,
INTL.4411-2-NLDA-QBTU.A,1982,,0,,,
INTL.4411-2-NLDA-QBTU.A,1983,,0,,,
INTL.4411-2-NLDA-QBTU.A,1984,,0,,,
INTL.4411-2-NLDA-QBTU.A,1985,,0,,,
INTL.4411-2-NLDA-QBTU.A,1986,,0,,,
INTL.4411-2-NLDA-QBTU.A,1987,,0,,,
INTL.4411-2-NLDA-QBTU.A,1988,,0,,,
INTL.4411-2-NLDA-QBTU.A,1989,,0,,,
INTL.4411-2-NLDA-QBTU.A,1990,,0,,,
INTL.4411-2-NLDA-QBTU.A,1991,,0,,,
INTL.4411-2-NLDA-QBTU.A,1992,,0,,,
INTL.4411-2-NLDA-QBTU.A,1993,,0,,,
INTL.4411-2-NLDA-QBTU.A,1994,,0,,,
INTL.4411-2-NLDA-QBTU.A,1995,,0,,,
INTL.4411-2-NLDA-QBTU.A,1996,,0,,,
INTL.4411-2-NLDA-QBTU.A,1997,,0,,,
INTL.4411-2-NLDA-QBTU.A,1998,,0,,,
INTL.4411-2-NLDA-QBTU.A,1999,,0,,,
INTL.4411-2-NLDA-QBTU.A,2000,,0,,,
INTL.4411-2-NLDA-QBTU.A,2001,,0,,,
INTL.4411-2-NLDA-QBTU.A,2002,,0,,,
INTL.4411-2-NLDA-QBTU.A,2003,,0,,,
INTL.4411-2-NLDA-QBTU.A,2004,,0,,,
INTL.4411-2-NLDA-QBTU.A,2005,,0,,,
INTL.4411-2-NLDA-QBTU.A,2006,,0,,,
INTL.4411-2-NLDA-QBTU.A,2007,,0,,,
INTL.4411-2-NLDA-QBTU.A,2008,,0,,,
INTL.4411-2-NLDA-QBTU.A,2009,,0,,,
INTL.4411-2-NLDA-QBTU.A,2010,,0,,,
INTL.4411-2-NLDA-QBTU.A,2011,,0,,,
INTL.4411-2-NLDA-QBTU.A,2012,,0,,,
INTL.4411-2-NLDA-QBTU.A,2013,,0,,,
INTL.4411-2-NLDA-QBTU.A,2014,,0,,,
INTL.4411-2-NLDA-QBTU.A,2015,,0,,,
INTL.4411-2-NLDA-QBTU.A,2016,,0,,,
INTL.4411-2-NLDA-QBTU.A,2017,,0,,,
INTL.4411-2-NOR-QBTU.A,1980,,0.026,,,
INTL.4411-2-NOR-QBTU.A,1981,,0.027,,,
INTL.4411-2-NOR-QBTU.A,1982,,0.027,,,
INTL.4411-2-NOR-QBTU.A,1983,,0.028,,,
INTL.4411-2-NOR-QBTU.A,1984,,0.029,,,
INTL.4411-2-NOR-QBTU.A,1985,,0.03,,,
INTL.4411-2-NOR-QBTU.A,1986,,0.028,,,
INTL.4411-2-NOR-QBTU.A,1987,,0.028,,,
INTL.4411-2-NOR-QBTU.A,1988,,0.027,,,
INTL.4411-2-NOR-QBTU.A,1989,,0.021,,,
INTL.4411-2-NOR-QBTU.A,1990,,0.021,,,
INTL.4411-2-NOR-QBTU.A,1991,,0.018,,,
INTL.4411-2-NOR-QBTU.A,1992,,0.018,,,
INTL.4411-2-NOR-QBTU.A,1993,,0.021,,,
INTL.4411-2-NOR-QBTU.A,1994,,0.024,,,
INTL.4411-2-NOR-QBTU.A,1995,,0.026,,,
INTL.4411-2-NOR-QBTU.A,1996,,0.026,,,
INTL.4411-2-NOR-QBTU.A,1997,,0.025,,,
INTL.4411-2-NOR-QBTU.A,1998,,0.028,,,
INTL.4411-2-NOR-QBTU.A,1999,,0.027,,,
INTL.4411-2-NOR-QBTU.A,2000,,0.027,,,
INTL.4411-2-NOR-QBTU.A,2001,,0.024,,,
INTL.4411-2-NOR-QBTU.A,2002,,0.021,,,
INTL.4411-2-NOR-QBTU.A,2003,,0.02,,,
INTL.4411-2-NOR-QBTU.A,2004,,0.023,,,
INTL.4411-2-NOR-QBTU.A,2005,,0.019,,,
INTL.4411-2-NOR-QBTU.A,2006,,0.017,,,
INTL.4411-2-NOR-QBTU.A,2007,,0.018,,,
INTL.4411-2-NOR-QBTU.A,2008,,0.019,,,
INTL.4411-2-NOR-QBTU.A,2009,,0.014,,,
INTL.4411-2-NOR-QBTU.A,2010,,0.018,,,
INTL.4411-2-NOR-QBTU.A,2011,,0.019,,,
INTL.4411-2-NOR-QBTU.A,2012,,0.02,,,
INTL.4411-2-NOR-QBTU.A,2013,,0.021,,,
INTL.4411-2-NOR-QBTU.A,2014,,0.022,,,
INTL.4411-2-NOR-QBTU.A,2015,,0.02,,,
INTL.4411-2-NOR-QBTU.A,2016,,0.02,,,
INTL.4411-2-NOR-QBTU.A,2017,,0.022,,,
INTL.4411-2-NPL-QBTU.A,1980,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1981,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1982,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1983,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1984,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1985,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1986,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1987,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1988,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1989,,(s),,,
INTL.4411-2-NPL-QBTU.A,1990,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1991,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1992,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1993,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1994,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1995,,0.001,,,
INTL.4411-2-NPL-QBTU.A,1996,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1997,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1998,,0.002,,,
INTL.4411-2-NPL-QBTU.A,1999,,0.002,,,
INTL.4411-2-NPL-QBTU.A,2000,,0.003,,,
INTL.4411-2-NPL-QBTU.A,2001,,0.003,,,
INTL.4411-2-NPL-QBTU.A,2002,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2003,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2004,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2005,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2006,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2007,,0.003,,,
INTL.4411-2-NPL-QBTU.A,2008,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2009,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2010,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2011,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2012,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2013,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2014,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2015,,0.005,,,
INTL.4411-2-NPL-QBTU.A,2016,,0.004,,,
INTL.4411-2-NPL-QBTU.A,2017,,0.006,,,
INTL.4411-2-NRU-QBTU.A,1980,,0,,,
INTL.4411-2-NRU-QBTU.A,1981,,0,,,
INTL.4411-2-NRU-QBTU.A,1982,,0,,,
INTL.4411-2-NRU-QBTU.A,1983,,0,,,
INTL.4411-2-NRU-QBTU.A,1984,,0,,,
INTL.4411-2-NRU-QBTU.A,1985,,0,,,
INTL.4411-2-NRU-QBTU.A,1986,,0,,,
INTL.4411-2-NRU-QBTU.A,1987,,0,,,
INTL.4411-2-NRU-QBTU.A,1988,,0,,,
INTL.4411-2-NRU-QBTU.A,1989,,0,,,
INTL.4411-2-NRU-QBTU.A,1990,,0,,,
INTL.4411-2-NRU-QBTU.A,1991,,0,,,
INTL.4411-2-NRU-QBTU.A,1992,,0,,,
INTL.4411-2-NRU-QBTU.A,1993,,0,,,
INTL.4411-2-NRU-QBTU.A,1994,,0,,,
INTL.4411-2-NRU-QBTU.A,1995,,0,,,
INTL.4411-2-NRU-QBTU.A,1996,,0,,,
INTL.4411-2-NRU-QBTU.A,1997,,0,,,
INTL.4411-2-NRU-QBTU.A,1998,,0,,,
INTL.4411-2-NRU-QBTU.A,1999,,0,,,
INTL.4411-2-NRU-QBTU.A,2000,,0,,,
INTL.4411-2-NRU-QBTU.A,2001,,0,,,
INTL.4411-2-NRU-QBTU.A,2002,,0,,,
INTL.4411-2-NRU-QBTU.A,2003,,0,,,
INTL.4411-2-NRU-QBTU.A,2004,,0,,,
INTL.4411-2-NRU-QBTU.A,2005,,0,,,
INTL.4411-2-NRU-QBTU.A,2006,,0,,,
INTL.4411-2-NRU-QBTU.A,2007,,0,,,
INTL.4411-2-NRU-QBTU.A,2008,,0,,,
INTL.4411-2-NRU-QBTU.A,2009,,0,,,
INTL.4411-2-NRU-QBTU.A,2010,,0,,,
INTL.4411-2-NRU-QBTU.A,2011,,0,,,
INTL.4411-2-NRU-QBTU.A,2012,,0,,,
INTL.4411-2-NRU-QBTU.A,2013,,0,,,
INTL.4411-2-NRU-QBTU.A,2014,,0,,,
INTL.4411-2-NRU-QBTU.A,2015,,0,,,
INTL.4411-2-NRU-QBTU.A,2016,,0,,,
INTL.4411-2-NRU-QBTU.A,2017,,0,,,
INTL.4411-2-NZL-QBTU.A,1980,,0.039,,,
INTL.4411-2-NZL-QBTU.A,1981,,0.033,,,
INTL.4411-2-NZL-QBTU.A,1982,,0.034,,,
INTL.4411-2-NZL-QBTU.A,1983,,0.037,,,
INTL.4411-2-NZL-QBTU.A,1984,,0.032,,,
INTL.4411-2-NZL-QBTU.A,1985,,0.03,,,
INTL.4411-2-NZL-QBTU.A,1986,,0.03,,,
INTL.4411-2-NZL-QBTU.A,1987,,0.03,,,
INTL.4411-2-NZL-QBTU.A,1988,,0.035,,,
INTL.4411-2-NZL-QBTU.A,1989,,0.04,,,
INTL.4411-2-NZL-QBTU.A,1990,,0.046,,,
INTL.4411-2-NZL-QBTU.A,1991,,0.043,,,
INTL.4411-2-NZL-QBTU.A,1992,,0.048,,,
INTL.4411-2-NZL-QBTU.A,1993,,0.049,,,
INTL.4411-2-NZL-QBTU.A,1994,,0.044,,,
INTL.4411-2-NZL-QBTU.A,1995,,0.045,,,
INTL.4411-2-NZL-QBTU.A,1996,,0.043,,,
INTL.4411-2-NZL-QBTU.A,1997,,0.046,,,
INTL.4411-2-NZL-QBTU.A,1998,,0.042,,,
INTL.4411-2-NZL-QBTU.A,1999,,0.044,,,
INTL.4411-2-NZL-QBTU.A,2000,,0.041,,,
INTL.4411-2-NZL-QBTU.A,2001,,0.051,,,
INTL.4411-2-NZL-QBTU.A,2002,,0.051,,,
INTL.4411-2-NZL-QBTU.A,2003,,0.074,,,
INTL.4411-2-NZL-QBTU.A,2004,,0.077,,,
INTL.4411-2-NZL-QBTU.A,2005,,0.086,,,
INTL.4411-2-NZL-QBTU.A,2006,,0.085,,,
INTL.4411-2-NZL-QBTU.A,2007,,0.064,,,
INTL.4411-2-NZL-QBTU.A,2008,,0.081,,,
INTL.4411-2-NZL-QBTU.A,2009,,0.062,,,
INTL.4411-2-NZL-QBTU.A,2010,,0.054,,,
INTL.4411-2-NZL-QBTU.A,2011,,0.056,,,
INTL.4411-2-NZL-QBTU.A,2012,,0.067,,,
INTL.4411-2-NZL-QBTU.A,2013,,0.06,,,
INTL.4411-2-NZL-QBTU.A,2014,,0.058,,,
INTL.4411-2-NZL-QBTU.A,2015,,0.056,,,
INTL.4411-2-NZL-QBTU.A,2016,,0.05,,,
INTL.4411-2-NZL-QBTU.A,2017,,0.049,,,
INTL.4411-2-OMN-QBTU.A,1980,,0,,,
INTL.4411-2-OMN-QBTU.A,1981,,0,,,
INTL.4411-2-OMN-QBTU.A,1982,,0,,,
INTL.4411-2-OMN-QBTU.A,1983,,0,,,
INTL.4411-2-OMN-QBTU.A,1984,,0,,,
INTL.4411-2-OMN-QBTU.A,1985,,0,,,
INTL.4411-2-OMN-QBTU.A,1986,,0,,,
INTL.4411-2-OMN-QBTU.A,1987,,0,,,
INTL.4411-2-OMN-QBTU.A,1988,,0,,,
INTL.4411-2-OMN-QBTU.A,1989,,0,,,
INTL.4411-2-OMN-QBTU.A,1990,,0,,,
INTL.4411-2-OMN-QBTU.A,1991,,0,,,
INTL.4411-2-OMN-QBTU.A,1992,,0,,,
INTL.4411-2-OMN-QBTU.A,1993,,0,,,
INTL.4411-2-OMN-QBTU.A,1994,,0,,,
INTL.4411-2-OMN-QBTU.A,1995,,0,,,
INTL.4411-2-OMN-QBTU.A,1996,,0,,,
INTL.4411-2-OMN-QBTU.A,1997,,0,,,
INTL.4411-2-OMN-QBTU.A,1998,,0,,,
INTL.4411-2-OMN-QBTU.A,1999,,0,,,
INTL.4411-2-OMN-QBTU.A,2000,,0,,,
INTL.4411-2-OMN-QBTU.A,2001,,0,,,
INTL.4411-2-OMN-QBTU.A,2002,,(s),,,
INTL.4411-2-OMN-QBTU.A,2003,,(s),,,
INTL.4411-2-OMN-QBTU.A,2004,,(s),,,
INTL.4411-2-OMN-QBTU.A,2005,,(s),,,
INTL.4411-2-OMN-QBTU.A,2006,,(s),,,
INTL.4411-2-OMN-QBTU.A,2007,,(s),,,
INTL.4411-2-OMN-QBTU.A,2008,,(s),,,
INTL.4411-2-OMN-QBTU.A,2009,,(s),,,
INTL.4411-2-OMN-QBTU.A,2010,,(s),,,
INTL.4411-2-OMN-QBTU.A,2011,,(s),,,
INTL.4411-2-OMN-QBTU.A,2012,,(s),,,
INTL.4411-2-OMN-QBTU.A,2013,,(s),,,
INTL.4411-2-OMN-QBTU.A,2014,,(s),,,
INTL.4411-2-OMN-QBTU.A,2015,,0.002,,,
INTL.4411-2-OMN-QBTU.A,2016,,0.002,,,
INTL.4411-2-OMN-QBTU.A,2017,,0.001,,,
INTL.4411-2-PAK-QBTU.A,1980,,0.033,,,
INTL.4411-2-PAK-QBTU.A,1981,,0.038,,,
INTL.4411-2-PAK-QBTU.A,1982,,0.046,,,
INTL.4411-2-PAK-QBTU.A,1983,,0.043,,,
INTL.4411-2-PAK-QBTU.A,1984,,0.048,,,
INTL.4411-2-PAK-QBTU.A,1985,,0.06,,,
INTL.4411-2-PAK-QBTU.A,1986,,0.063,,,
INTL.4411-2-PAK-QBTU.A,1987,,0.065,,,
INTL.4411-2-PAK-QBTU.A,1988,,0.073,,,
INTL.4411-2-PAK-QBTU.A,1989,,0.072,,,
INTL.4411-2-PAK-QBTU.A,1990,,0.086,,,
INTL.4411-2-PAK-QBTU.A,1991,,0.082,,,
INTL.4411-2-PAK-QBTU.A,1992,,0.085,,,
INTL.4411-2-PAK-QBTU.A,1993,,0.094,,,
INTL.4411-2-PAK-QBTU.A,1994,,0.084,,,
INTL.4411-2-PAK-QBTU.A,1995,,0.096,,,
INTL.4411-2-PAK-QBTU.A,1996,,0.088,,,
INTL.4411-2-PAK-QBTU.A,1997,,0.083,,,
INTL.4411-2-PAK-QBTU.A,1998,,0.088,,,
INTL.4411-2-PAK-QBTU.A,1999,,0.083,,,
INTL.4411-2-PAK-QBTU.A,2000,,0.082,,,
INTL.4411-2-PAK-QBTU.A,2001,,0.09,,,
INTL.4411-2-PAK-QBTU.A,2002,,0.101,,,
INTL.4411-2-PAK-QBTU.A,2003,,0.128,,,
INTL.4411-2-PAK-QBTU.A,2004,,0.167,,,
INTL.4411-2-PAK-QBTU.A,2005,,0.16,,,
INTL.4411-2-PAK-QBTU.A,2006,,0.171,,,
INTL.4411-2-PAK-QBTU.A,2007,,0.222,,,
INTL.4411-2-PAK-QBTU.A,2008,,0.183,,,
INTL.4411-2-PAK-QBTU.A,2009,,0.178,,,
INTL.4411-2-PAK-QBTU.A,2010,,0.171,,,
INTL.4411-2-PAK-QBTU.A,2011,,0.168,,,
INTL.4411-2-PAK-QBTU.A,2012,,0.15,,,
INTL.4411-2-PAK-QBTU.A,2013,,0.142,,,
INTL.4411-2-PAK-QBTU.A,2014,,0.197,,,
INTL.4411-2-PAK-QBTU.A,2015,,0.207,,,
INTL.4411-2-PAK-QBTU.A,2016,,0.255,,,
INTL.4411-2-PAK-QBTU.A,2017,,0.411,,,
INTL.4411-2-PAN-QBTU.A,1980,,0,,,
INTL.4411-2-PAN-QBTU.A,1981,,0,,,
INTL.4411-2-PAN-QBTU.A,1982,,0,,,
INTL.4411-2-PAN-QBTU.A,1983,,0,,,
INTL.4411-2-PAN-QBTU.A,1984,,0,,,
INTL.4411-2-PAN-QBTU.A,1985,,0,,,
INTL.4411-2-PAN-QBTU.A,1986,,0,,,
INTL.4411-2-PAN-QBTU.A,1987,,0,,,
INTL.4411-2-PAN-QBTU.A,1988,,(s),,,
INTL.4411-2-PAN-QBTU.A,1989,,(s),,,
INTL.4411-2-PAN-QBTU.A,1990,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1991,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1992,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1993,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1994,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1995,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1996,,(s),,,
INTL.4411-2-PAN-QBTU.A,1997,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1998,,0.001,,,
INTL.4411-2-PAN-QBTU.A,1999,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2000,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2001,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2002,,(s),,,
INTL.4411-2-PAN-QBTU.A,2003,,(s),,,
INTL.4411-2-PAN-QBTU.A,2004,,(s),,,
INTL.4411-2-PAN-QBTU.A,2005,,(s),,,
INTL.4411-2-PAN-QBTU.A,2006,,(s),,,
INTL.4411-2-PAN-QBTU.A,2007,,(s),,,
INTL.4411-2-PAN-QBTU.A,2008,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2009,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2010,,0.001,,,
INTL.4411-2-PAN-QBTU.A,2011,,0.006,,,
INTL.4411-2-PAN-QBTU.A,2012,,0.006,,,
INTL.4411-2-PAN-QBTU.A,2013,,0.006,,,
INTL.4411-2-PAN-QBTU.A,2014,,0.006,,,
INTL.4411-2-PAN-QBTU.A,2015,,0.006,,,
INTL.4411-2-PAN-QBTU.A,2016,,0.008,,,
INTL.4411-2-PAN-QBTU.A,2017,,0.008,,,
INTL.4411-2-PER-QBTU.A,1980,,0.002,,,
INTL.4411-2-PER-QBTU.A,1981,,0.003,,,
INTL.4411-2-PER-QBTU.A,1982,,0.003,,,
INTL.4411-2-PER-QBTU.A,1983,,0.003,,,
INTL.4411-2-PER-QBTU.A,1984,,0.004,,,
INTL.4411-2-PER-QBTU.A,1985,,0.004,,,
INTL.4411-2-PER-QBTU.A,1986,,0.004,,,
INTL.4411-2-PER-QBTU.A,1987,,0.004,,,
INTL.4411-2-PER-QBTU.A,1988,,0.004,,,
INTL.4411-2-PER-QBTU.A,1989,,0.004,,,
INTL.4411-2-PER-QBTU.A,1990,,0.003,,,
INTL.4411-2-PER-QBTU.A,1991,,0.005,,,
INTL.4411-2-PER-QBTU.A,1992,,0.006,,,
INTL.4411-2-PER-QBTU.A,1993,,0.01,,,
INTL.4411-2-PER-QBTU.A,1994,,0.008,,,
INTL.4411-2-PER-QBTU.A,1995,,0.01,,,
INTL.4411-2-PER-QBTU.A,1996,,0.006,,,
INTL.4411-2-PER-QBTU.A,1997,,0.007,,,
INTL.4411-2-PER-QBTU.A,1998,,0.011,,,
INTL.4411-2-PER-QBTU.A,1999,,0.01,,,
INTL.4411-2-PER-QBTU.A,2000,,0.013,,,
INTL.4411-2-PER-QBTU.A,2001,,0.012,,,
