Entity,Year,Code,Continent,Population,GDP per capita [$],PEC [TWh],Oil,Coal,Gas,Hydropower,Nuclear,Solar,Wind,Other renewables,Biofuels and Waste,Transport S,Industry S,Residential S,Commercial and public services S,Agriculture/Forestry S,Non-energy use S,Non-specified S
,1971,LSO,Africa,1052614,2.15E+14,,,,,,,,,,,,,,,,,
,1972,LSO,Africa,1077095,2.07E+14,,,,,,,,,,,,,,,,,
,1973,LSO,Africa,1102878,2.21E+13,,,,,,,,,,,,,,,,,
,1974,LSO,Africa,1130635,2.27E+14,,,,,,,,,,,,,,,,,
,1975,LSO,Africa,1160792,2.03E+14,,,,,,,,,,,,,,,,,
,1976,LSO,Africa,1193521,2.09E+14,,,,,,,,,,,,,,,,,
,1977,LSO,Africa,1228536,2.36E+14,,,,,,,,,,,,,,,,,
,1978,LSO,Africa,1265202,2.97E+14,,,,,,,,,,,,,,,,,
,1979,LSO,Africa,1302667,3.45E+14,,,,,,,,,,,,,,,,,
,1980,LSO,Africa,1340255,3.63E+14,,,,,,,,,,,,,,,,,
,1981,LSO,Africa,1377799,3.96E+14,,,,,,,,,,,,,,,,,
,1982,LSO,Africa,1415367,4.81E+14,,,,,,,,,,,,,,,,,
,1983,LSO,Africa,1452728,5.56E+14,,,,,,,,,,,,,,,,,
,1984,LSO,Africa,1489691,5.02E+14,,,,,,,,,,,,,,,,,
,1985,LSO,Africa,1526131,4.8E+14,,,,,,,,,,,,,,,,,
,1986,LSO,Africa,1561692,5.13E+14,,,,,,,,,,,,,,,,,
,1987,LSO,Africa,1596394,4.64E+14,,,,,,,,,,,,,,,,,
,1988,LSO,Africa,1630996,4.81E+14,,,,,,,,,,,,,,,,,
,1989,LSO,Africa,1666563,4.99E+14,,,,,,,,,,,,,,,,,
,1990,LSO,Africa,1703747,4.31E+14,,,,,,,,,,,,,,,,,
,1991,LSO,Africa,1742539,4.47E+14,,,,,,,,,,,,,,,,,
,1992,LSO,Africa,1782285,7.93E+14,,,,,,,,,,,,,,,,,
,1993,LSO,Africa,1822236,8.93E+14,,,,,,,,,,,,,,,,,
,1994,LSO,Africa,1861324,1.05E+14,,,,,,,,,,,,,,,,,
,1995,LSO,Africa,1898598,1.31E+14,,,,,,,,,,,,,,,,,
,1996,LSO,Africa,1934291,2.04E+14,,,,,,,,,,,,,,,,,
,1997,LSO,Africa,1968044,2.32E+14,,,,,,,,,,,,,,,,,
,1998,LSO,Africa,1997516,2.65E+14,,,,,,,,,,,,,,,,,
,1999,LSO,Africa,2019731,3.01E+14,,,,,,,,,,,,,,,,,
,2000,LSO,Africa,2032804,3.24E+14,,,,,,,,,,,,,,,,,
,2001,LSO,Africa,2035740,4.02E+14,,,,,,,,,,,,,,,,,
,2002,LSO,Africa,2029829,5.33E+14,,,,,,,,,,,,,,,,,
,2003,LSO,Africa,2018348,5.5E+13,,,,,,,,,,,,,,,,,
,2004,LSO,Africa,2005940,5.47E+14,,,,,,,,,,,,,,,,,
,2005,LSO,Africa,1996114,5.28E+14,,,,,,,,,,,,,,,,,
,2006,LSO,Africa,1989939,5.22E+14,,,,,,,,,,,,,,,,,
,2007,LSO,Africa,1986922,5.02E+14,,,,,,,,,,,,,,,,,
,2008,LSO,Africa,1987129,4.9E+14,,,,,,,,,,,,,,,,,
,2009,LSO,Africa,1990131,5.61E+14,,,,,,,,,,,,,,,,,
,2010,LSO,Africa,1995581,6.19E+14,,,,,,,,,,,,,,,,,
,2011,LSO,Africa,2003787,6.42E+14,,,,,,,,,,,,,,,,,
,2012,LSO,Africa,2014990,7.46E+14,,,,,,,,,,,,,,,,,
,2013,LSO,Africa,2028519,7.61E+14,,,,,,,,,,,,,,,,,
,2014,LSO,Africa,2043437,8.1E+14,,,,,,,,,,,,,,,,,
,2015,LSO,Africa,2059021,7.92E+14,,,,,,,,,,,,,,,,,
,2016,LSO,Africa,2075001,8.35E+13,,,,,,,,,,,,,,,,,
,2017,LSO,Africa,2091412,9.44E+14,,,,,,,,,,,,,,,,,
,2018,LSO,Africa,2108132,1E+14,,,,,,,,,,,,,,,,,
Liberia,1960,LBR,Africa,1118657,1.06E+14,,,,,,,,,,,,,,,,,
,1961,LBR,Africa,1142302,1.07E+14,,,,,,,,,,,,,,,,,
,1962,LBR,Africa,1166648,1.15E+14,,,,,,,,,,,,,,,,,
,1963,LBR,Africa,1191802,1.27E+14,,,,,,,,,,,,,,,,,
,1964,LBR,Africa,1217901,1.28E+14,,,,,,,,,,,,,,,,,
,1965,LBR,Africa,1245102,1.37E+14,,,,,,,,,,,,,,,,,
,1966,LBR,Africa,1273464,1.63E+14,,,,,,,,,,,,,,,,,
,1967,LBR,Africa,1303035,1.97E+14,,,,,,,,,,,,,,,,,
,1968,LBR,Africa,1333978,2.35E+14,,,,,,,,,,,,,,,,,
,1969,LBR,Africa,1366502,2.73E+14,,,,,,,,,,,,,,,,,
,1970,LBR,Africa,1400730,3.28E+14,,,,,,,,,,,,,,,,,
,1971,LBR,Africa,1436738,3.95E+14,,,,,,,,,,,,,,,,,
,1972,LBR,Africa,1474567,3.38E+14,,,,,,,,,,,,,,,,,
,1973,LBR,Africa,1514366,3.88E+14,,,,,,,,,,,,,,,,,
,1974,LBR,Africa,1556290,4.7E+14,,,,,,,,,,,,,,,,,
,1975,LBR,Africa,1600452,4.92E+14,,,,,,,,,,,,,,,,,
,1976,LBR,Africa,1645836,5.11E+14,,,,,,,,,,,,,,,,,
,1977,LBR,Africa,1692140,5.25E+14,,,,,,,,,,,,,,,,,
,1978,LBR,Africa,1740914,4.48E+14,,,,,,,,,,,,,,,,,
,1979,LBR,Africa,1794248,4.38E+12,,,,,,,,,,,,,,,,,
,1980,LBR,Africa,1853001,2.52E+14,,,,,,,,,,,,,,,,,
,1981,LBR,Africa,1918826,2.81E+14,,,,,,,,,,,,,,,,,
,1982,LBR,Africa,1989483,2.86E+13,,,,,,,,,,,,,,,,,
,1983,LBR,Africa,2057227,5.01E+14,,,,,,,,,,,,,,,,,
,1984,LBR,Africa,2111671,4.06E+13,,,,,,,,,,,,,,,,,
,1985,LBR,Africa,2145754,5.53E+14,,,,,,,,,,,,,,,,,
,1986,LBR,Africa,2158429,8.45E+13,,,,,,,,,,,,,,,,,
,1987,LBR,Africa,2153316,7.46E+14,,,,,,,,,,,,,,,,,
,1988,LBR,Africa,2134097,8.31E+14,,,,,,,,,,,,,,,,,
,1989,LBR,Africa,2106431,9.31E+14,,,,,,,,,,,,,,,,,
,1990,LBR,Africa,2075912,1.11E+13,,,,,,,,,,,,,,,,,
,1991,LBR,Africa,2040139,1.51E+14,,,,,,,,,,,,,,,,,
,1992,LBR,Africa,2001624,1.69E+14,,,,,,,,,,,,,,,,,
,1993,LBR,Africa,1976699,1.87E+14,,,,,,,,,,,,,,,,,
,1994,LBR,Africa,1986493,1.88E+13,,,,,,,,,,,,,,,,,
,1995,LBR,Africa,2044661,1.8E+14,,,,,,,,,,,,,,,,,
,1996,LBR,Africa,2160478,2.53E+14,,,,,,,,,,,,,,,,,
,1997,LBR,Africa,2326202,2.32E+14,,,,,,,,,,,,,,,,,
,1998,LBR,Africa,2517481,2.11E+14,,,,,,,,,,,,,,,,,
,1999,LBR,Africa,2699712,2.39E+14,,,,,,,,,,,,,,,,,
,2000,LBR,Africa,2848456,3.11E+14,,,,,,,,,,,,,,,,,
,2001,LBR,Africa,2953927,3.32E+14,,,,,,,,,,,,,,,,,
,2002,LBR,Africa,3024729,3.03E+14,,,,,,,,,,,,,,,,,
,2003,LBR,Africa,3077058,3.2E+13,,,,,,,,,,,,,,,,,
,2004,LBR,Africa,3135651,3.79E+14,,,,,,,,,,,,,,,,,
,2005,LBR,Africa,3218116,4.11E+14,,,,,,,,,,,,,,,,,
,2006,LBR,Africa,3329211,4.65E+14,,,,,,,,,,,,,,,,,
,2007,LBR,Africa,3461911,5.19E+14,,,,,,,,,,,,,,,,,
,2008,LBR,Africa,3607860,5.65E+13,,,,,,,,,,,,,,,,,
,2009,LBR,Africa,3754133,5.68E+14,,,,,,,,,,,,,,,,,
,2010,LBR,Africa,3891356,4.71E+14,,,,,,,,,,,,,,,,,
,2011,LBR,Africa,4017443,4.82E+14,,,,,,,,,,,,,,,,,
,2012,LBR,Africa,4135659,4.35E+14,,,,,,,,,,,,,,,,,
,2013,LBR,Africa,4248334,4E+14,,,,,,,,,,,,,,,,,
,2014,LBR,Africa,4359505,3.42E+14,,,,,,,,,,,,,,,,,
,2015,LBR,Africa,4472230,3.33E+14,,,,,,,,,,,,,,,,,
,2016,LBR,Africa,4586788,3.75E+14,,,,,,,,,,,,,,,,,
,2017,LBR,Africa,4702228,4.14E+14,,,,,,,,,,,,,,,,,
,2018,LBR,Africa,4818977,4.57E+14,,,,,,,,,,,,,,,,,
Libya,1960,LBY,Africa,1448417,5.16E+14,,,,,,,,,,,,,,,,,
,1961,LBY,Africa,1498071,6.08E+14,,,,,,,,,,,,,,,,,
,1962,LBY,Africa,1550813,5.98E+14,,,,,,,,,,,,,,,,,
,1963,LBY,Africa,1607171,6.72E+14,,,,,,,,,,,,,,,,,
,1964,LBY,Africa,1667825,8.86E+14,,,,,,,,,,,,,,,,,
,1965,LBY,Africa,1733306,1.03E+14,,,,,,,,,,,,,,,,,
,1966,LBY,Africa,1803683,1.06E+14,,,,,,,,,,,,,,,,,
,1967,LBY,Africa,1878877,1.16E+14,,,,,,,,,,,,,,,,,
,1968,LBY,Africa,1958914,1.13E+14,,,,,,,,,,,,,,,,,
,1969,LBY,Africa,2043818,1202125000,,,,,,,,,,,,,,,,,
,1970,LBY,Africa,2133526,5352000000,,,,,,,,,,,,,,,,,
,1971,LBY,Africa,2228146,5647000000,,,,,,,,,,,,,,,,,
,1972,LBY,Africa,2327490,5925000000,,,,,,,,,,,,,,,,,
,1973,LBY,Africa,2430755,6217000000,,,,,,,,,,,,,,,,,
,1974,LBY,Africa,2536888,7.58E+13,,,,,,,,,,,,,,,,,
,1975,LBY,Africa,2645139,7.97E+14,,,,,,,,,,,,,,,,,
,1976,LBY,Africa,2754696,8.5E+14,,,,,,,,,,,,,,,,,
,1977,LBY,Africa,2865637,9.42E+14,,,,,,,,,,,,,,,,,
,1978,LBY,Africa,2979093,1.04E+14,,,,,,,,,,,,,,,,,
,1979,LBY,Africa,3096729,1.13E+14,,,,,,,,,,,,,,,,,
,1980,LBY,Africa,3219466,1.24E+14,,,,,,,,,,,,,,,,,
,1981,LBY,Africa,3347781,1.38E+14,,,,,,,,,,,,,,,,,
,1982,LBY,Africa,3480454,1.49E+14,,,,,,,,,,,,,,,,,
,1983,LBY,Africa,3614689,1.68E+13,,,,,,,,,,,,,,,,,
,1984,LBY,Africa,3746715,1.84E+14,,,,,,,,,,,,,,,,,
,1985,LBY,Africa,3873781,2.03E+14,,,,,,,,,,,,,,,,,
,1986,LBY,Africa,3994597,2.14E+14,,,,,,,,,,,,,,,,,
,1987,LBY,Africa,4109725,2.93E+14,,,,,,,,,,,,,,,,,
,1988,LBY,Africa,4220450,3.68E+14,,,,,,,,,,,,,,,,,
,1989,LBY,Africa,4328939,3.81E+14,,,,,,,,,,,,,,,,,
,1990,LBY,Africa,4436661,3.66E+13,,,,,,,,,,,,,,,,,
,1991,LBY,Africa,4544242,4.06E+14,,,,,,,,,,,,,,,,,
,1992,LBY,Africa,4650885,4.67E+14,,,,,,,,,,,,,,,,,
,1993,LBY,Africa,4755133,5.76E+14,,,,,,,,,,,,,,,,,
,1994,LBY,Africa,4854875,8.3E+14,,,,,,,,,,,,,,,,,
,1995,LBY,Africa,4948798,8.96E+14,,,,,,,,,,,,,,,,,
,1996,LBY,Africa,5036171,8.27E+14,,,,,,,,,,,,,,,,,
,1997,LBY,Africa,5118007,8.88E+14,,,,,,,,,,,,,,,,,
,1998,LBY,Africa,5196780,8.79E+14,,,,,,,,,,,,,,,,,
,1999,LBY,Africa,5275926,6.92E+14,,,,,,,,,,,,,,,,,
,2000,LBY,Africa,5357891,8.21E+14,,,,,,,,,,,,,,,,,
,2001,LBY,Africa,5443248,1.07E+14,,,,,,,,,,,,,,,,,
,2002,LBY,Africa,5531089,1.18E+14,,,,,,,,,,,,,,,,,
,2003,LBY,Africa,5620547,1.29E+14,,,,,,,,,,,,,,,,,
,2004,LBY,Africa,5710154,1.16E+13,,,,,,,,,,,,,,,,,
,2005,LBY,Africa,5798614,1.24E+14,,,,,,,,,,,,,,,,,
,2006,LBY,Africa,5886872,1.35E+13,,,,,,,,,,,,,,,,,
,2007,LBY,Africa,5974787,1.34E+14,,,,,,,,,,,,,,,,,
,2008,LBY,Africa,6058748,1.4E+14,,,,,,,,,,,,,,,,,
,2009,LBY,Africa,6133984,1.55E+14,,,,,,,,,,,,,,,,,
,2010,LBY,Africa,6197663,1.48E+14,,,,,,,,,,,,,,,,,
,2011,LBY,Africa,6247439,1.53E+14,,,,,,,,,,,,,,,,,
,2012,LBY,Africa,6285750,1.38E+13,,,,,,,,,,,,,,,,,
,2013,LBY,Africa,6320359,1.37E+14,,,,,,,,,,,,,,,,,
,2014,LBY,Africa,6362037,1.36E+14,,,,,,,,,,,,,,,,,
,2015,LBY,Africa,6418315,1.22E+14,,,,,,,,,,,,,,,,,
,2016,LBY,Africa,6492164,1.16E+13,,,,,,,,,,,,,,,,,
,2017,LBY,Africa,6580724,1.75E+14,,,,,,,,,,,,,,,,,
,2018,LBY,Africa,6678567,2.29E+14,,,,,,,,,,,,,,,,,
Liechtenstein,1960,LIE,Europe,16493,2.58E+14,,,,,,,,,,,,,,,,,
,1961,LIE,Europe,16893,2.72E+13,,,,,,,,,,,,,,,,,
,1962,LIE,Europe,17289,2.99E+14,,,,,,,,,,,,,,,,,
,1963,LIE,Europe,17719,2.87E+12,,,,,,,,,,,,,,,,,
,1964,LIE,Europe,18168,2.97E+14,,,,,,,,,,,,,,,,,
,1965,LIE,Europe,18649,3.75E+14,,,,,,,,,,,,,,,,,
,1966,LIE,Europe,19152,4.17E+14,,,,,,,,,,,,,,,,,
,1967,LIE,Europe,19691,3.96E+14,,,,,,,,,,,,,,,,,
,1968,LIE,Europe,20235,3.67E+14,,,,,,,,,,,,,,,,,
,1969,LIE,Europe,20766,3.51E+14,,,,,,,,,,,,,,,,,
,1970,LIE,Europe,21266,3.18E+14,,,,,,,,,,,,,,,,,
,1971,LIE,Europe,21728,2.95E+14,,,,,,,,,,,,,,,,,
,1972,LIE,Europe,22151,4.65E+14,,,,,,,,,,,,,,,,,
,1973,LIE,Europe,22563,4.96E+13,,,,,,,,,,,,,,,,,
,1974,LIE,Europe,22983,5.3E+14,,,,,,,,,,,,,,,,,
,1975,LIE,Europe,23438,5.96E+14,,,,,,,,,,,,,,,,,
,1976,LIE,Europe,23931,6.82E+13,,,,,,,,,,,,,,,,,
,1977,LIE,Europe,24448,7.33E+14,,,,,,,,,,,,,,,,,
,1978,LIE,Europe,24975,6.16E+14,,,,,,,,,,,,,,,,,
,1979,LIE,Europe,25459,6.79E+14,,,,,,,,,,,,,,,,,
,1980,LIE,Europe,25879,7.12E+13,,,,,,,,,,,,,,,,,
,1981,LIE,Europe,26238,7.82E+14,,,,,,,,,,,,,,,,,
,1982,LIE,Europe,26536,8.47E+14,,,,,,,,,,,,,,,,,
,1983,LIE,Europe,26789,9E+14,,,,,,,,,,,,,,,,,
,1984,LIE,Europe,27036,9.04E+13,,,,,,,,,,,,,,,,,
,1985,LIE,Europe,27288,1.03E+14,,,,,,,,,,,,,,,,,
,1986,LIE,Europe,27559,1.25E+14,,,,,,,,,,,,,,,,,
,1987,LIE,Europe,27837,1.34E+14,,,,,,,,,,,,,,,,,
,1988,LIE,Europe,28129,1.31E+14,,,,,,,,,,,,,,,,,
,1989,LIE,Europe,28449,1.52E+14,,,,,,,,,,,,,,,,,
,1990,LIE,Europe,28789,1.73E+14,,,,,,,,,,,,,,,,,
,1991,LIE,Europe,29159,1.93E+14,,,,,,,,,,,,,,,,,
,1992,LIE,Europe,29553,2.33E+14,,,,,,,,,,,,,,,,,
,1993,LIE,Europe,29975,2.47E+14,,,,,,,,,,,,,,,,,
,1994,LIE,Europe,30426,2.56E+13,,,,,,,,,,,,,,,,,
,1995,LIE,Europe,30880,2.71E+14,,,,,,,,,,,,,,,,,
,1996,LIE,Europe,31348,2.69E+14,,,,,,,,,,,,,,,,,
,1997,LIE,Europe,31830,2.93E+14,,,,,,,,,,,,,,,,,
,1998,LIE,Europe,32311,3.1E+14,,,,,,,,,,,,,,,,,
,1999,LIE,Europe,32769,3.44E+14,,,,,,,,,,,,,,,,,
,2000,LIE,Europe,33184,3.7E+14,,,,,,,,,,,,,,,,,
,2001,LIE,Europe,33552,3.73E+14,,,,,,,,,,,,,,,,,
,2002,LIE,Europe,33879,4.02E+14,,,,,,,,,,,,,,,,,
,2003,LIE,Europe,34175,3.58E+13,,,,,,,,,,,,,,,,,
,2004,LIE,Europe,34452,3.8E+14,,,,,,,,,,,,,,,,,
,2005,LIE,Europe,34713,3.76E+14,,,,,,,,,,,,,,,,,
,2006,LIE,Europe,34970,4.27E+14,,,,,,,,,,,,,,,,,
,2007,LIE,Europe,35217,4.74E+14,,,,,,,,,,,,,,,,,
,2008,LIE,Europe,35471,5.19E+14,,,,,,,,,,,,,,,,,
,2009,LIE,Europe,35727,5.44E+14,,,,,,,,,,,,,,,,,
,2010,LIE,Europe,35994,5.52E+14,,,,,,,,,,,,,,,,,
,2011,LIE,Europe,36293,5.91E+14,,,,,,,,,,,,,,,,,
,2012,LIE,Europe,36615,6.15E+13,,,,,,,,,,,,,,,,,
,2013,LIE,Europe,36934,6.31E+14,,,,,,,,,,,,,,,,,
,2014,LIE,Europe,37223,6.63E+14,,,,,,,,,,,,,,,,,
,2015,LIE,Europe,37470,7.74E+14,,,,,,,,,,,,,,,,,
,2016,LIE,Europe,37658,8.98E+13,,,,,,,,,,,,,,,,,
,2017,LIE,Europe,37800,1.03E+14,,,,,,,,,,,,,,,,,
,2018,LIE,Europe,37910,1.18E+14,,,,,,,,,,,,,,,,,
Lithuania,1960,LTU,Europe,2778550,1.49E+14,,,,,,,,,,,,,,,,,
,1961,LTU,Europe,2823550,1.52E+14,,,,,,,,,,,,,,,,,
,1962,LTU,Europe,2863350,1.67E+14,,,,,,,,,,,,,,,,,
,1963,LTU,Europe,2898950,2.04E+13,,,,,,,,,,,,,,,,,
,1964,LTU,Europe,2935200,2.27E+14,,,,,,,,,,,,,,,,,
,1965,LTU,Europe,2971450,2.3E+14,,,,0,,,,,,,,,,,,,
,1966,LTU,Europe,3008050,2.36E+14,,,,0,,,,,,,,,,,,,
,1967,LTU,Europe,3044400,2.58E+14,,,,0,,,,,,,,,,,,,
,1968,LTU,Europe,3078850,2.68E+14,,,,0,,,,,,,,,,,,,
,1969,LTU,Europe,3107321,2.89E+14,,,,0,,,,,,,,,,,,,
,1970,LTU,Europe,3139689,4.65E+14,,,,0,,,,,,,,,,,,,
,1971,LTU,Europe,3179041,4.96E+13,,,,0,,,,,,,,,,,,,
,1972,LTU,Europe,3213622,5.3E+14,,,,0,,,,,,,,,,,,,
,1973,LTU,Europe,3244438,5.96E+14,,,,0,,,,,,,,,,,,,
,1974,LTU,Europe,3273894,6.82E+14,,,,0,,,,,,,,,,,,,
,1975,LTU,Europe,3301652,7.33E+14,,,,0,,,,,,,,,,,,,
,1976,LTU,Europe,3328664,6.16E+14,,,,0,,,,,,,,,,,,,
,1977,LTU,Europe,3355036,6.79E+14,,,,0,,,,,,,,,,,,,
,1978,LTU,Europe,3379514,7.12E+13,,,,0,,,,,,,,,,,,,
,1979,LTU,Europe,3397842,7.82E+14,,,,0,,,,,,,,,,,,,
,1980,LTU,Europe,3413202,8.47E+14,,,,0,,,,,,,,,,,,,
,1981,LTU,Europe,3432947,9E+14,,,,0,,,,,,,,,,,,,
,1982,LTU,Europe,3457179,9.04E+13,,,,0,,,,,,,,,,,,,
,1983,LTU,Europe,3485192,1.03E+14,,,,0,,,,,,,,,,,,,
,1984,LTU,Europe,3514205,1.25E+14,,,,0,,,,,,,,,,,,,
,1985,LTU,Europe,3544543,1.34E+14,178.6129506,102.3819307,9.45770208,40.79189777,1.03507,24.94635,0,0,,,,,,,,,
,1986,LTU,Europe,3578914,1.31E+14,164.5688756,85.66669001,11.00723676,40.87845883,1.01181,26.00468,0,0,,,,,,,,,
,1987,LTU,Europe,3616367,1.52E+14,172.6589015,94.00656167,10.83529884,42.69624101,0.95366,24.16714,0,0,,,,,,,,,
,1988,LTU,Europe,3655049,1.73E+14,180.5560772,90.39178532,10.92308867,44.51402319,1.01181,33.71537,0,0,,,,,,,,,
,1989,LTU,Europe,3684255,1.93E+14,195.0180862,92.73804369,10.20569605,47.24069646,1.01181,43.82184,0,0,,,,,,,,,
,1990,LTU,Europe,3697838,2.33E+14,198.2451713,88.64613337,9.271436,54.414444,1.089473684,44.82368421,0,0,,,,,,,,,
,1991,LTU,Europe,3704134,2.47E+14,209.8178658,97.50745606,10.355352,56.328742,0.889473684,44.73684211,0,0,,,,,,,,,
,1992,LTU,Europe,3700114,2.56E+13,127.6172334,51.24435072,4.853199,32.18021,0.818421053,38.52105263,0,0,,,,,,,,,
,1993,LTU,Europe,3682613,2.71E+14,99.58308291,44.57831949,4.3031,17.404295,1.034210526,32.26315789,0,0,,,,,,,,,
,1994,LTU,Europe,3657144,2.69E+14,86.50802911,41.33185306,3.572736,20.135019,1.189473684,20.27894737,0,0,,,,,,,,,
,1995,LTU,Europe,3629102,2.93E+14,96.03703207,37.49481781,2.854002,23.596107,0.981578947,31.11052632,0,0,,,,,,,,,
,1996,LTU,Europe,3601613,3.1E+14,104.3100646,38.91349817,2.622565,25.226633,0.857894737,36.68947368,0,0,,,,,,,,,
,1997,LTU,Europe,3575137,3.44E+14,96.37212455,38.5456425,2.120149,23.287912,0.776315789,31.64210526,0,0,,,,,,,,,
,1998,LTU,Europe,3549331,3.7E+14,103.2305534,44.21773694,1.84917,20.397857,1.097368421,35.66842105,0,0,,,,,,,,,
,1999,LTU,Europe,3524238,3.73E+14,86.11006715,36.40574389,1.578191,21.084027,1.089473684,25.95263158,0,0,,,,,,,,,
,2000,LTU,Europe,3499536,4.02E+14,76.19018673,28.06077083,1.073449,24.007809,0.892894737,22.15526316,0,0,,,,,,,,,
,2001,LTU,Europe,3470818,3.58E+13,89.01248016,32.30992306,0.974594,24.966121,0.856578947,29.9,0,0,,,,,,,,,
,2002,LTU,Europe,3443067,3.8E+14,94.88088031,29.91212583,1.571213,25.241752,0.929473684,37.21578947,0,0,,,,,,,,,
,2003,LTU,Europe,3415213,3.76E+14,99.67708146,28.64582167,2.029435,27.380509,0.855526316,40.74736842,0,0,,,,,,,,,
,2004,LTU,Europe,3377075,4.27E+14,100.8504569,30.71000497,1.961981,27.311892,1.106578947,39.74105263,0,0.003157895,,,,,,,,,
,2005,LTU,Europe,3322528,4.74E+14,92.18102061,32.81202856,2.149224,28.806347,1.186052632,27.20421053,0,0.004736842,,,,,,,,,
,2006,LTU,Europe,3269909,5.19E+14,88.63375376,33.25563086,2.91913,28.545835,1.045,22.76631579,0,0.036052632,,,,,,,,,
,2007,LTU,Europe,3231294,5.44E+14,97.19619467,33.25517614,2.901685,33.635123,1.106842105,25.87605263,0,0.279210526,,,,,,,,,
,2008,LTU,Europe,3198231,5.52E+14,96.53818919,36.26437503,2.462071,30.19148,1.057631579,26.03605263,0,0.345,,,,,,,,,
,2009,LTU,Europe,3162916,5.91E+14,88.7240238,31.03521311,1.957329,25.372008,1.116578947,28.55947368,0,0.415,,,,,,,,,
,2010,LTU,Europe,3097282,6.15E+13,65.539772,31.75303358,2.40741,28.98196,1.421052632,0,0,0.589473684,,,,,,,,,
,2011,LTU,Europe,3028115,6.31E+14,68.04156812,30.70789733,2.787711,31.619644,1.262894737,0,0.000263158,1.25,,,,,,,,,
,2012,LTU,Europe,2987773,6.63E+14,68.33005531,31.62559489,2.717931,30.874161,1.111315789,0,0.006052632,1.421315789,,,,,,,,,
,2013,LTU,Europe,2957689,7.74E+14,63.04538369,30.73110469,3.127307,25.171972,1.371578947,0,0.117894737,1.586052632,,,,,,,,,
,2014,LTU,Europe,2932367,8.98E+13,60.82967606,30.19279069,2.645825,24.017113,1.047894737,0,0.192105263,1.681842105,,,,,,,,,
,2015,LTU,Europe,2904910,1.03E+14,63.55586202,32.97663686,2.121312,24.03765,0.92,0,0.192894737,2.132368421,,,,,,,,,
,2016,LTU,Europe,2868231,1.18E+14,64.72135048,35.65716069,2.149224,21.41865,1.194473684,0,0.175,2.989210526,,,,,,,,,
,2017,LTU,Europe,2828403,1.49E+14,68.38020305,37.11296636,2.303903,22.28886,1.585263158,0,0.175,3.588947368,,,,,,,,,
,2018,LTU,Europe,2801543,1.52E+14,67.99794077,37.48859208,2.477741847,22.38687,1.184210526,0,0.210526316,3.013157895,,,,,,,,,
Luxembourg,1960,LUX,Europe,313970,6.74E+14,,,,,,,,,,,,,,,,,
,1961,LUX,Europe,316845,7.39E+14,,,,,,,,,,,,,,,,,
,1962,LUX,Europe,320750,7.23E+14,,,,,,,,,,,,,,,,,
,1963,LUX,Europe,324100,7.05E+13,,,,,,,,,,,,,,,,,
,1964,LUX,Europe,327750,7.53E+14,,,,,,,,,,,,,,,,,
,1965,LUX,Europe,331500,7.34E+14,41.77593661,9.832363611,31.716173,0,0.2274,0,0,0,,,,,,,,,
,1966,LUX,Europe,333895,7.88E+14,40.03191373,11.18957278,28.637712,0,0.204628947,0,0,0,,,,,,,,,
,1967,LUX,Europe,334995,8.48E+14,39.42288236,12.35804389,26.833899,0,0.230939474,0,0,0,,,,,,,,,
,1968,LUX,Europe,335850,8.78E+14,42.63966113,13.64163444,28.762153,0,0.235873684,0,0,0,,,,,,,,,
,1969,LUX,Europe,337500,9.1E+14,45.8945451,15.10454083,30.555499,0.02925,0.205255263,0,0,0,,,,,,,,,
,1970,LUX,Europe,339171,8.74E+14,47.65317728,16.02329083,31.330057,0.0729505,0.226878947,0,0,0,,,,,,,,,
,1971,LUX,Europe,342421,1.02E+14,45.82867812,16.68126528,28.872638,0.146538,0.128236842,0,0,0,,,,,,,,,
,1972,LUX,Europe,346600,1.24E+14,47.2560099,17.51691111,28.415579,1.172304,0.151215789,0,0,0,,,,,,,,,
,1973,LUX,Europe,350450,1.46E+13,50.09929117,19.46494528,28.15623,2.344608,0.133507895,0,0,0,,,,,,,,,
,1974,LUX,Europe,355050,1.68E+14,50.86954184,17.50473694,30.01703,3.150567,0.197207895,0,0,0,,,,,,,,,
,1975,LUX,Europe,358950,182754000,42.2550543,15.61210972,22.825038,3.647525,0.170381579,0,0,0,,,,,,,,,
,1976,LUX,Europe,360731,1.97E+14,42.32959169,16.90721806,21.138688,4.176333,0.107352632,0,0,0,,,,,,,,,
,1977,LUX,Europe,361358,2.18E+14,39.4891492,16.63233278,18.219558,4.39614,0.206907895,0,0,0,,,,,,,,,
,1978,LUX,Europe,362007,241273000,41.08481945,16.7499675,19.262769,4.835754,0.196855263,0,0,0,,,,,,,,,
,1979,LUX,Europe,362856,2.9E+14,42.22882642,15.52521694,21.391059,5.055561,0.214884211,0,0,0,,,,,,,,,
,1980,LUX,Europe,364150,319999000,38.92473426,12.98822944,21.220098,4.4499805,0.226952632,0,0,0,,,,,,,,,
,1981,LUX,Europe,365225,3.67E+14,33.28254993,12.48187667,17.067025,3.443643,0.242636842,0,0,0,,,,,,,,,
,1982,LUX,Europe,365525,4.16E+14,31.18362212,12.34653333,15.716782,2.857491,0.215447368,0,0,0,,,,,,,,,
,1983,LUX,Europe,365622,4.84E+14,29.14907616,11.75856806,14.422363,2.710953,0.212455263,0,0,0,,,,,,,,,
,1984,LUX,Europe,365998,5.14E+14,31.4054213,11.77935361,16.419234,2.93076,0.226073684,0,0,0,,,,,,,,,
