Entity,Year,Code,Continent,Population,GDP per capita [$],PEC [TWh],Oil,Coal,Gas,Hydropower,Nuclear,Solar,Wind,Other renewables,Biofuels and Waste,Transport S,Industry S,Residential S,Commercial and public services S,Agriculture/Forestry S,Non-energy use S,Non-specified S
,1985,LUX,Europe,366706,5.67E+14,32.25536849,12.51787222,16.297119,3.209822,0.183186842,0,0,0,,,,,,,,,
,1986,LUX,Europe,368355,5.75E+14,31.52657316,13.63557056,14.482839,3.1368715,0.226555263,0,0,0,,,,,,,,,
,1987,LUX,Europe,370750,6E+14,29.7865149,15.45623861,10.434436,3.5745745,0.263371053,0,0,0,,,,,,,,,
,1988,LUX,Europe,373450,6.4E+14,30.52907374,15.86575861,10.640287,3.7204755,0.242026316,0,0,0,,,,,,,,,
,1989,LUX,Europe,377100,6.62E+14,35.08353439,17.43658444,13.181442,4.231129,0.184378947,0,0,0,,,,,,,,,
,1990,LUX,Europe,381850,6.77E+14,37.12146526,19.12521784,12.797652,4.981477,0.184210526,0,0,0,,,,,,,,,
,1991,LUX,Europe,387000,7.38E+14,39.8935675,22.28312942,12.173121,5.1794855,0.221052632,0,0,0,,,,,,,,,
,1992,LUX,Europe,392175,7.76E+14,40.013451,22.93274979,11.46718,5.398337,0.184210526,0,0,0,,,,,,,,,
,1993,LUX,Europe,397475,7.84E+14,40.53880285,22.86836027,11.848644,5.606767,0.176315789,0,0,0,,,,,,,,,
,1994,LUX,Europe,402925,7.44E+14,38.9738485,22.8424405,10.216955,5.648453,0.226315789,0,0,0,,,,,,,,,
,1995,LUX,Europe,408625,7.48E+14,33.89503871,21.41086689,5.746383,6.4549125,0.231578947,0,0,0,,,,,,,,,
,1996,LUX,Europe,414225,8.24E+14,34.87109629,22.17652442,5.414928,7.0810965,0.157894737,0,0,0,,,,,,,,,
,1997,LUX,Europe,419450,8.93E+14,34.12111192,23.1589052,3.435502,7.25586525,0.218421053,0,0,0.007894737,,,,,,,,,
,1998,LUX,Europe,424700,9.51E+13,32.93717168,24.09102919,1.143229,7.32641875,0.302631579,0,0,0.028947368,,,,,,,,,
,1999,LUX,Europe,430475,1.13E+14,34.81556739,25.7394255,1.156022,7.599462,0.223684211,0,0,0.047368421,,,,,,,,,
,2000,LUX,Europe,436300,1.28E+14,37.14341504,27.61080229,1.275811,7.80775175,0.325010526,0,0.000105263,0.065113158,,,,,,,,,
,2001,LUX,Europe,441525,1.28E+14,39.80876126,29.31097716,1.376992,8.6795,0.310610526,0,0.000121053,0.062473684,,,,,,,,,
,2002,LUX,Europe,446175,1.26E+14,43.53130777,29.86881098,0.857131,12.40725,0.26245,0,0.000155263,0.064418421,,,,,,,,,
,2003,LUX,Europe,451630,1.38E+14,45.65602424,32.06685046,0.658258,12.5595,0.209,0,0.003681579,0.068863158,,,,,,,,,
,2004,LUX,Europe,458095,1.44E+14,51.71773575,36.37138496,0.924585,13.908,0.273836842,0,0.024207895,0.103681579,,,,,,,,,
,2005,LUX,Europe,465158,1.44E+14,52.48932638,37.35665842,0.902488,13.68004575,0.244576316,0,0.046573684,0.137502632,,,,,,,,,
,2006,LUX,Europe,472637,1.49E+14,51.55496772,35.52233,1.076938,14.30931025,0.292926316,0,0.055563158,0.152594737,,,,,,,,,
,2007,LUX,Europe,479993,1.55E+14,50.05177954,35.08725379,0.911792,13.35653375,0.307110526,0,0.055002632,0.169173684,,,,,,,,,
,2008,LUX,Europe,488650,1.65E+14,49.68433608,35.35596355,0.871087,12.714175,0.347668421,0,0.052713158,0.159444737,,,,,,,,,
,2009,LUX,Europe,497783,1.67E+13,47.51904541,33.09829199,0.778047,12.937938,0.278523684,0,0.053463158,0.167031579,,,,,,,,,
,2010,LUX,Europe,506953,1.31E+14,50.04255048,34.64168936,0.77921,13.91630375,0.283318421,0,0.055652632,0.144955263,,,,,,,,,
,2011,LUX,Europe,518347,1.4E+14,48.75372142,35.42248261,0.679192,12.00527575,0.165789474,0,0.067747368,0.168552632,,,,,,,,,
,2012,LUX,Europe,530946,1.45E+13,47.87144227,34.21251583,0.624531,12.22372175,0.258689474,0,0.100728947,0.203857895,,,,,,,,,
,2013,LUX,Europe,543360,1.37E+14,45.60947101,33.7286893,0.557077,10.3495705,0.313671053,0,0.194047368,0.218492105,,,,,,,,,
,2014,LUX,Europe,556319,1.48E+14,44.18579681,32.71254861,0.62094896,9.8059045,0.283652632,0,0.249318421,0.2102,,,,,,,,,
,2015,LUX,Europe,569604,1.51E+14,42.95344894,32.30561064,0.57145168,8.94273925,0.261192105,0,0.27295,0.268021053,,,,,,,,,
,2016,LUX,Europe,582014,1.61E+14,42.39629698,32.33688702,0.60922592,8.24701825,0.303713158,0,0.263915789,0.267068421,,,,,,,,,
,2017,LUX,Europe,596336,1.58E+14,44.23836555,34.0702467,0.52719953,8.061143,0.225392105,0,0.285428947,0.617955263,,,,,,,,,
,2018,LUX,Europe,607950,15350000,46.37452962,35.97855536,0.483549782,7.951141049,0.248835302,0,0.30916036,0.808282598,,,,,,,,,
Macau,1960,MO,Asia,,16650000,,,,,,,,,,,,,,,,,
,1961,MO,Asia,167791,18450000,,,,,,,,,,,,,,,,,
,1962,MO,Asia,170462,2.01E+14,,,,,,,,,,,,,,,,,
,1963,MO,Asia,176183,2.76E+14,,,,,,,,,,,,,,,,,
,1964,MO,Asia,184245,3.02E+14,,,,,,,,,,,,,,,,,
,1965,MO,Asia,193561,3.29E+14,,,,,,,,,,,,,,,,,
,1966,MO,Asia,203228,3.32E+13,,,,,,,,,,,,,,,,,
,1967,MO,Asia,213192,3.28E+14,,,,,,,,,,,,,,,,,
,1968,MO,Asia,223418,4.94E+14,,,,,,,,,,,,,,,,,
,1969,MO,Asia,233000,6.08E+14,,,,,,,,,,,,,,,,,
,1970,MO,Asia,240839,7.11E+14,,,,,,,,,,,,,,,,,
,1971,MO,Asia,246194,8.23E+14,,,,,,,,,,,,,,,,,
,1972,MO,Asia,248738,1.02E+14,,,,,,,,,,,,,,,,,
,1973,MO,Asia,248767,1.14E+14,,,,,,,,,,,,,,,,,
,1974,MO,Asia,246947,1.22E+14,,,,,,,,,,,,,,,,,
,1975,MO,Asia,244285,135025000,,,,,,,,,,,,,,,,,
,1976,MO,Asia,241628,1.46E+14,,,,,,,,,,,,,,,,,
,1977,MO,Asia,239075,1.61E+14,,,,,,,,,,,,,,,,,
,1978,MO,Asia,236678,1.76E+13,,,,,,,,,,,,,,,,,
,1979,MO,Asia,235171,2.01E+14,,,,,,,,,,,,,,,,,
,1980,MO,Asia,235440,214745000,,,,,,,,,,,,,,,,,
,1981,MO,Asia,238071,2.4E+14,,,,,,,,,,,,,,,,,
,1982,MO,Asia,243373,2.55E+13,,,,,,,,,,,,,,,,,
,1983,MO,Asia,251158,2.78E+14,,,,,,,,,,,,,,,,,
,1984,MO,Asia,260931,2.86E+14,,,,,,,,,,,,,,,,,
,1985,MO,Asia,271918,2.89E+14,,,,,,,,,,,,,,,,,
,1986,MO,Asia,283503,3.16E+14,,,,,,,,,,,,,,,,,
,1987,MO,Asia,295591,3.31E+14,,,,,,,,,,,,,,,,,
,1988,MO,Asia,308180,347770000,,,,,,,,,,,,,,,,,
,1989,MO,Asia,320773,3.74E+14,,,,,,,,,,,,,,,,,
,1990,MO,Asia,332783,3.91E+14,,,,,,,,,,,,,,,,,
,1991,MO,Asia,343808,396270000,,,,,,,,,,,,,,,,,
,1992,MO,Asia,353626,4.3E+13,,,,,,,,,,,,,,,,,
,1993,MO,Asia,362311,4.62E+14,,,,,,,,,,,,,,,,,
,1994,MO,Asia,370199,4.82E+14,,,,,,,,,,,,,,,,,
,1995,MO,Asia,377798,5.22E+14,,,,,,,,,,,,,,,,,
,1996,MO,Asia,385513,5.51E+14,,,,,,,,,,,,,,,,,
,1997,MO,Asia,393373,6.11E+14,,,,,,,,,,,,,,,,,
,1998,MO,Asia,401352,6.52E+14,,,,,,,,,,,,,,,,,
,1999,MO,Asia,409616,6.95E+14,,,,,,,,,,,,,,,,,
,2000,MO,Asia,418383,6.75E+14,,,,,,,,,,,,,,,,,
,2001,MO,Asia,427782,6.81E+14,,,,,,,,,,,,,,,,,
,2002,MO,Asia,437938,6.76E+14,,,,,,,,,,,,,,,,,
,2003,MO,Asia,448821,6.93E+14,,,,,,,,,,,,,,,,,
,2004,MO,Asia,460165,7.21E+14,,,,,,,,,,,,,,,,,
,2005,MO,Asia,471597,7.27E+14,,,,,,,,,,,,,,,,,
,2006,MO,Asia,482858,7.55E+14,,,,,,,,,,,,,,,,,
,2007,MO,Asia,493799,7.68E+14,,,,,,,,,,,,,,,,,
,2008,MO,Asia,504511,3.03E+14,,,,,,,,,,,,,,,,,
,2009,MO,Asia,515239,3.15E+14,,,,,,,,,,,,,,,,,
,2010,MO,Asia,526400,3.41E+14,,,,,,,,,,,,,,,,,
,2011,MO,Asia,538219,3.91E+14,,,,,,,,,,,,,,,,,
,2012,MO,Asia,550832,3.82E+14,,,,,,,,,,,,,,,,,
,2013,MO,Asia,564039,4.25E+13,,,,,,,,,,,,,,,,,
,2014,MO,Asia,577372,4.59E+14,,,,,,,,,,,,,,,,,
,2015,MO,Asia,590208,4.54E+14,,,,,,,,,,,,,,,,,
,2016,MO,Asia,602085,4.85E+14,,,,,,,,,,,,,,,,,
,2017,MO,Asia,612836,5.56E+14,,,,,,,,,,,,,,,,,
,2018,MO,Asia,622585,6.54E+14,,,,,,,,,,,,,,,,,
Macedonia,1960,MKD,Europe,1488667,6.66E+14,,,,,,,,,,,,,,,,,
,1961,MKD,Europe,1507654,7.5E+14,,,,,,,,,,,,,,,,,
,1962,MKD,Europe,1527111,9.59E+14,,,,,,,,,,,,,,,,,
,1963,MKD,Europe,1547450,1.26E+14,,,,,,,,,,,,,,,,,
,1964,MKD,Europe,1569142,1.38E+14,,,,,,,,,,,,,,,,,
,1965,MKD,Europe,1592433,1.5E+14,,,0,0,,,,,,,,,,,,,
,1966,MKD,Europe,1617795,1.65E+13,,,0,0,,,,,,,,,,,,,
,1967,MKD,Europe,1644943,1.83E+13,,,0,0,,,,,,,,,,,,,
,1968,MKD,Europe,1672399,2.2E+14,,,0,0,,,,,,,,,,,,,
,1969,MKD,Europe,1698144,2.76E+14,,,0,0,,,,,,,,,,,,,
,1970,MKD,Europe,1720800,2.79E+14,,,0,0,,,,,,,,,,,,,
,1971,MKD,Europe,1739521,2.6E+14,,,0,0,,,,,,,,,,,,,
,1972,MKD,Europe,1754956,2.42E+14,,,0,0,,,,,,,,,,,,,
,1973,MKD,Europe,1768991,2.31E+14,,,0,0,,,,,,,,,,,,,
,1974,MKD,Europe,1784398,2.15E+14,,,0,0,,,,,,,,,,,,,
,1975,MKD,Europe,1803010,2.38E+14,,,0,0,,,,,,,,,,,,,
,1976,MKD,Europe,1825552,2.81E+14,,,0,0,,,,,,,,,,,,,
,1977,MKD,Europe,1851069,2.96E+14,,,0,0,,,,,,,,,,,,,
,1978,MKD,Europe,1877688,3.09E+14,,,0,0,,,,,,,,,,,,,
,1979,MKD,Europe,1902719,3.1E+14,,,0,0,,,,,,,,,,,,,
,1980,MKD,Europe,1924197,3.19E+14,,,0,0,,,,,,,,,,,,,
,1981,MKD,Europe,1941530,3.14E+14,,,0,0,,,,,,,,,,,,,
,1982,MKD,Europe,1955243,3E+13,,,0,0,,,,,,,,,,,,,
,1983,MKD,Europe,1965895,2.92E+14,,,0,0,,,,,,,,,,,,,
,1984,MKD,Europe,1974415,3.37E+14,,,0,0,,,,,,,,,,,,,
,1985,MKD,Europe,1981534,3.49E+14,,,0,0,,,,,,,,,,,,,
,1986,MKD,Europe,1987538,3.61E+14,,,0,0,,,,,,,,,,,,,
,1987,MKD,Europe,1992274,3.41E+14,,,0,0,,,,,,,,,,,,,
,1988,MKD,Europe,1995513,3.43E+14,,,0,0,,,,,,,,,,,,,
,1989,MKD,Europe,1996870,3.68E+14,,,0,0,,,,,,,,,,,,,
,1990,MKD,Europe,1996228,3.42E+14,29.49979233,12.74092681,15.46676026,0,1.292105263,,0,0,,,,,,,,,
,1991,MKD,Europe,1993302,3.67E+14,29.1714772,11.40630039,15.53359787,0,2.231578947,,0,0,,,,,,,,,
,1992,MKD,Europe,1988659,4.69E+14,29.96099944,12.28693204,15.44248845,0,2.231578947,,0,0,,,,,,,,,
,1993,MKD,Europe,1984028,5.83E+14,30.10960691,13.2167344,15.5191883,0,1.373684211,,0,0,,,,,,,,,
,1994,MKD,Europe,1981703,6.85E+14,28.21565314,10.26597899,16.12072679,0,1.828947368,,0,0,,,,,,,,,
,1995,MKD,Europe,1983252,8.02E+14,28.39048204,9.655315864,16.62727144,0,2.107894737,,0,0,,,,,,,,,
,1996,MKD,Europe,1989443,9.33E+14,33.0037193,14.67926101,16.08761618,0,2.236842105,,0,0,,,,,,,,,
,1997,MKD,Europe,1999598,1.07E+14,29.72075122,12.30549431,15.04683585,0,2.368421053,,0,0,,,,,,,,,
,1998,MKD,Europe,2012057,1.02E+14,33.57156976,11.07481263,19.45525713,0.1915,2.85,,0,0,,,,,,,,,
,1999,MKD,Europe,2024394,1.37E+14,32.05196899,11.07554013,16.9668907,0.354275,3.655263158,,0,0,,,,,,,,,
,2000,MKD,Europe,2034819,1.54E+13,30.46698618,11.26854354,15.54499527,0.5745,3.078947368,,0,0,,,,,,,,,
,2001,MKD,Europe,2042842,1.61E+14,28.83287956,9.231522508,17.18798863,0.766,1.647368421,,0,0,,,,,,,,,
,2002,MKD,Europe,2048928,1.7E+14,28.1440427,10.4242029,14.94258453,0.78515,1.992105263,,0,0,,,,,,,,,
,2003,MKD,Europe,2053426,1.78E+14,31.60662453,10.08640317,17.20545689,0.698975,3.615789474,,0,0,,,,,,,,,
,2004,MKD,Europe,2057048,1.61E+14,31.20646642,10.27631462,16.3501518,0.68,3.9,,0,0,,,,,,,,,
,2005,MKD,Europe,2060273,1.51E+14,32.20094541,10.58157335,16.96604171,0.72701456,3.926315789,,0,0,,,,,,,,,
,2006,MKD,Europe,2063131,3.03E+14,32.73651696,11.12895564,16.48687408,0.77858198,4.342105263,,0,0,,,,,,,,,
,2007,MKD,Europe,2065426,3.15E+14,32.64262024,12.0735951,16.9176958,0.9934346,2.657894737,,0,0,,,,,,,,,
,2008,MKD,Europe,2067313,3.41E+14,31.58118875,10.90323424,17.33787607,1.12955212,2.210526316,,0,0,,,,,,,,,
,2009,MKD,Europe,2069039,3.91E+14,31.05549981,11.41496136,15.55003106,0.74840213,3.342105263,,0,0,,,,,,,,,
,2010,MKD,Europe,2070741,3.82E+14,33.54062807,10.97738656,15.05726796,1.10853671,6.397368421,,6.84211E-05,0,,,,,,,,,
,2011,MKD,Europe,2072487,4.25E+14,33.62534049,11.37210794,17.19657157,1.28252151,3.771052632,,0.003086842,0,,,,,,,,,
,2012,MKD,Europe,2074278,4.59E+14,31.25514204,10.99041303,16.18694801,1.33084416,2.739473684,,0.007463158,0,,,,,,,,,
,2013,MKD,Europe,2076067,4.54E+14,29.97364275,10.73452634,13.54036706,1.50659672,4.168334211,,0.023818421,0,,,,,,,,,
,2014,MKD,Europe,2077775,4.85E+14,27.86422287,10.64381211,12.52878966,1.29250005,3.175397368,,0.037847368,0.185876316,,,,,,,,,
,2015,MKD,Europe,2079328,5.56E+14,29.34850504,11.41113632,11.29652138,1.30195524,4.908402632,,0.059473684,0.317807895,,,,,,,,,
,2016,MKD,Europe,2080745,6.54E+14,30.47757435,12.80364693,10.18827542,2.04733357,4.993013158,,0.062368421,0.288113158,,,,,,,,,
,2017,MKD,Europe,2081996,6.66E+14,29.43425092,12.21852148,11.1722432,2.6327994,2.921786842,,0.062502632,0.290736842,,,,,,,,,
,2018,MKD,Europe,2082958,7.5E+14,30.77117281,11.94993914,11.21210232,2.436647143,4.714126316,,0.059968421,0.256152632,,,,,,,,,
Madagascar,1960,MDG,Africa,5099373,9.59E+14,,,,,,,,,,,,,,,,,
,1961,MDG,Africa,5223568,1.26E+14,,,,,,,,,,,,,,,,,
,1962,MDG,Africa,5352503,1.38E+14,,,,,,,,,,,,,,,,,
,1963,MDG,Africa,5486319,1.5E+14,,,,,,,,,,,,,,,,,
,1964,MDG,Africa,5625164,1.65E+13,,,,,,,,,,,,,,,,,
,1965,MDG,Africa,5769218,1.83E+13,,,,,,,,,,,,,,,,,
,1966,MDG,Africa,5918595,2.2E+14,,,,,,,,,,,,,,,,,
,1967,MDG,Africa,6073526,2.76E+14,,,,,,,,,,,,,,,,,
,1968,MDG,Africa,6234465,2.79E+14,,,,,,,,,,,,,,,,,
,1969,MDG,Africa,6401921,2.6E+14,,,,,,,,,,,,,,,,,
,1970,MDG,Africa,6576305,2.42E+14,,,,,,,,,,,,,,,,,
,1971,MDG,Africa,6757850,2.31E+12,,,,,,,,,,,,,,,,,
,1972,MDG,Africa,6946620,2.15E+14,,,,,,,,,,,,,,,,,
,1973,MDG,Africa,7142627,2.38E+14,,,,,,,,,,,,,,,,,
,1974,MDG,Africa,7345780,2.81E+14,,,,,,,,,,,,,,,,,
,1975,MDG,Africa,7556026,2.96E+14,,,,,,,,,,,,,,,,,
,1976,MDG,Africa,7773449,3.09E+14,,,,,,,,,,,,,,,,,
,1977,MDG,Africa,7998164,3.1E+14,,,,,,,,,,,,,,,,,
,1978,MDG,Africa,8230218,3.19E+14,,,,,,,,,,,,,,,,,
,1979,MDG,Africa,8469672,3.14E+14,,,,,,,,,,,,,,,,,
,1980,MDG,Africa,8716553,3E+13,,,,,,,,,,,,,,,,,
,1981,MDG,Africa,8971345,2.92E+14,,,,,,,,,,,,,,,,,
,1982,MDG,Africa,9234129,3.37E+14,,,,,,,,,,,,,,,,,
,1983,MDG,Africa,9504281,3.49E+14,,,,,,,,,,,,,,,,,
,1984,MDG,Africa,9780872,3.61E+14,,,,,,,,,,,,,,,,,
,1985,MDG,Africa,10063495,3.41E+14,,,,,,,,,,,,,,,,,
,1986,MDG,Africa,10352120,3.43E+14,,,,,,,,,,,,,,,,,
,1987,MDG,Africa,10647754,3.68E+14,,,,,,,,,,,,,,,,,
,1988,MDG,Africa,10952395,3.42E+14,,,,,,,,,,,,,,,,,
,1989,MDG,Africa,11268658,3.67E+14,,,,,,,,,,,,,,,,,
,1990,MDG,Africa,11598633,4.69E+14,,,,,,,,,,,,,,,,,
,1991,MDG,Africa,11942819,5.83E+14,,,,,,,,,,,,,,,,,
,1992,MDG,Africa,12301336,6.85E+14,,,,,,,,,,,,,,,,,
,1993,MDG,Africa,12675460,8.02E+14,,,,,,,,,,,,,,,,,
,1994,MDG,Africa,13066543,9.33E+14,,,,,,,,,,,,,,,,,
,1995,MDG,Africa,13475400,1.07E+14,,,,,,,,,,,,,,,,,
,1996,MDG,Africa,13902688,1.02E+14,,,,,,,,,,,,,,,,,
,1997,MDG,Africa,14347854,1.37E+14,,,,,,,,,,,,,,,,,
,1998,MDG,Africa,14808791,1.54E+13,,,,,,,,,,,,,,,,,
,1999,MDG,Africa,15282521,1.61E+14,,,,,,,,,,,,,,,,,
,2000,MDG,Africa,15766806,1.7E+14,,,,,,,,,,,,,,,,,
,2001,MDG,Africa,16260932,1.78E+14,,,,,,,,,,,,,,,,,
,2002,MDG,Africa,16765117,1.61E+14,,,,,,,,,,,,,,,,,
,2003,MDG,Africa,17279141,1.51E+14,,,,,,,,,,,,,,,,,
,2004,MDG,Africa,17802997,3.03E+14,,,,,,,,,,,,,,,,,
,2005,MDG,Africa,18336724,3.15E+14,,,,,,,,,,,,,,,,,
,2006,MDG,Africa,18880269,3.41E+14,,,,,,,,,,,,,,,,,
,2007,MDG,Africa,19433530,3.91E+14,,,,,,,,,,,,,,,,,
,2008,MDG,Africa,19996473,3.81E+14,,,,,,,,,,,,,,,,,
,2009,MDG,Africa,20569117,4.25E+13,,,,,,,,,,,,,,,,,
,2010,MDG,Africa,21151640,4.59E+14,,,,,,,,,,,,,,,,,
,2011,MDG,Africa,21743967,4.53E+14,,,,,,,,,,,,,,,,,
,2012,MDG,Africa,22346641,4.85E+14,,,,,,,,,,,,,,,,,
,2013,MDG,Africa,22961253,5.56E+12,,,,,,,,,,,,,,,,,
,2014,MDG,Africa,23589887,6.54E+14,,,,,,,,,,,,,,,,,
,2015,MDG,Africa,24234088,6.66E+14,,,,,,,,,,,,,,,,,
,2016,MDG,Africa,24894380,7.5E+14,,,,,,,,,,,,,,,,,
,2017,MDG,Africa,25570540,9.59E+14,,,,,,,,,,,,,,,,,
,2018,MDG,Africa,26262368,1.26E+14,,,,,,,,,,,,,,,,,
Malawi,1960,MWI,Africa,3659984,1.38E+14,,,,,,,,,,,,,,,,,
,1961,MWI,Africa,3747753,1.5E+14,,,,,,,,,,,,,,,,,
,1962,MWI,Africa,3839043,1.65E+14,,,,,,,,,,,,,,,,,
,1963,MWI,Africa,3933908,1.83E+14,,,,,,,,,,,,,,,,,
,1964,MWI,Africa,4032371,2.2E+14,,,,,,,,,,,,,,,,,
,1965,MWI,Africa,4134460,2.76E+13,,,,,,,,,,,,,,,,,
,1966,MWI,Africa,4240429,2.79E+14,,,,,,,,,,,,,,,,,
,1967,MWI,Africa,4350452,2.6E+14,,,,,,,,,,,,,,,,,
,1968,MWI,Africa,4464423,2.42E+14,,,,,,,,,,,,,,,,,
,1969,MWI,Africa,4582198,2.31E+12,,,,,,,,,,,,,,,,,
,1970,MWI,Africa,4703782,2.15E+14,,,,,,,,,,,,,,,,,
,1971,MWI,Africa,4829090,2.38E+14,,,,,,,,,,,,,,,,,
,1972,MWI,Africa,4958549,2.81E+14,,,,,,,,,,,,,,,,,
,1973,MWI,Africa,5093363,2.95E+14,,,,,,,,,,,,,,,,,
,1974,MWI,Africa,5235073,3.09E+14,,,,,,,,,,,,,,,,,
,1975,MWI,Africa,5384795,3.09E+14,,,,,,,,,,,,,,,,,
,1976,MWI,Africa,5545651,3.19E+14,,,,,,,,,,,,,,,,,
,1977,MWI,Africa,5717953,3.13E+13,,,,,,,,,,,,,,,,,
,1978,MWI,Africa,5896865,3E+14,,,,,,,,,,,,,,,,,
,1979,MWI,Africa,6075495,2.92E+14,,,,,,,,,,,,,,,,,
,1980,MWI,Africa,6250440,3.37E+14,,,,,,,,,,,,,,,,,
,1981,MWI,Africa,6412384,3.48E+14,,,,,,,,,,,,,,,,,
,1982,MWI,Africa,6565985,3.6E+13,,,,,,,,,,,,,,,,,
,1983,MWI,Africa,6737924,3.4E+14,,,,,,,,,,,,,,,,,
,1984,MWI,Africa,6964607,3.42E+14,,,,,,,,,,,,,,,,,
,1985,MWI,Africa,7268267,3.67E+14,,,,,,,,,,,,,,,,,
,1986,MWI,Africa,7666391,3.42E+14,,,,,,,,,,,,,,,,,
,1987,MWI,Africa,8141146,3.66E+13,,,,,,,,,,,,,,,,,
,1988,MWI,Africa,8636690,4.68E+14,,,,,,,,,,,,,,,,,
,1989,MWI,Africa,9075572,5.83E+14,,,,,,,,,,,,,,,,,
,1990,MWI,Africa,9404500,6.84E+14,,,,,,,,,,,,,,,,,
,1991,MWI,Africa,9600355,8.01E+14,,,,,,,,,,,,,,,,,
,1992,MWI,Africa,9685973,9.32E+14,,,,,,,,,,,,,,,,,
,1993,MWI,Africa,9710331,1.07E+14,,,,,,,,,,,,,,,,,
,1994,MWI,Africa,9745690,1.02E+14,,,,,,,,,,,,,,,,,
,1995,MWI,Africa,9844415,1.36E+14,,,,,,,,,,,,,,,,,
,1996,MWI,Africa,10022789,1.54E+14,,,,,,,,,,,,,,,,,
,1997,MWI,Africa,10264906,1.61E+14,,,,,,,,,,,,,,,,,
,1998,MWI,Africa,10552338,1.7E+14,,,,,,,,,,,,,,,,,
,1999,MWI,Africa,10854322,1.78E+14,,,,,,,,,,,,,,,,,
,2000,MWI,Africa,11148758,1.6E+14,,,,,,,,,,,,,,,,,
,2001,MWI,Africa,11432000,1.51E+14,,,,,,,,,,,,,,,,,
,2002,MWI,Africa,11713664,1.31E+14,,,,,,,,,,,,,,,,,
,2003,MWI,Africa,12000181,1.42E+14,,,,,,,,,,,,,,,,,
,2004,MWI,Africa,12301838,1.54E+14,,,,,,,,,,,,,,,,,
,2005,MWI,Africa,12625952,1.57E+14,,,,,,,,,,,,,,,,,
,2006,MWI,Africa,12973699,1.61E+14,,,,,,,,,,,,,,,,,
,2007,MWI,Africa,13341806,1.68E+14,,,,,,,,,,,,,,,,,
,2008,MWI,Africa,13727890,1723000000,,,,,,,,,,,,,,,,,
,2009,MWI,Africa,14128155,1.87E+14,,,,,,,,,,,,,,,,,
,2010,MWI,Africa,14539612,1.95E+14,,,,,,,,,,,,,,,,,
,2011,MWI,Africa,14962112,2.14E+14,,,,,,,,,,,,,,,,,
,2012,MWI,Africa,15396005,2.44E+14,,,,,,,,,,,,,,,,,
,2013,MWI,Africa,15839269,2656000000,,,,,,,,,,,,,,,,,
,2014,MWI,Africa,16289540,2882000000,,,,,,,,,,,,,,,,,
,2015,MWI,Africa,16745303,3.57E+14,,,,,,,,,,,,,,,,,
,2016,MWI,Africa,17205289,4595000000,,,,,,,,,,,,,,,,,
,2017,MWI,Africa,17670260,5598000000,,,,,,,,,,,,,,,,,
,2018,MWI,Africa,18143315,6.98E+14,,,,,,,,,,,,,,,,,
Malaysia,1960,MYS,Asia,8156347,8704000000,,,,,,,,,,,,,,,,,
,1961,MYS,Asia,8417824,7670500000,,,,,,,,,,,,,,,,,
,1962,MYS,Asia,8692342,9032250000,,,,,,,,,,,,,,,,,
,1963,MYS,Asia,8973788,7.46E+14,,,,,,,,,,,,,,,,,
,1964,MYS,Asia,9253842,10017000000,,,,,,,,,,,,,,,,,
,1965,MYS,Asia,9526558,9240000000,28.86279276,27.11829276,0.17445,0,1.57005,0,0,0,,,,,,,,,
,1966,MYS,Asia,9790084,8.23E+14,33.68862531,31.59522531,0.2326,0,1.8608,0,0,0,,,,,,,,,
,1967,MYS,Asia,10046325,9.7E+14,34.04625539,31.96448539,0.13956,0,1.94221,0,0,0,,,,,,,,,
,1968,MYS,Asia,10297983,1.24E+14,34.69531059,32.40420059,0.13956,0,2.15155,0,0,0,,,,,,,,,
,1969,MYS,Asia,10549399,15769000000,36.32006724,33.43582724,0.17445,0,2.70979,0,0,0,,,,,,,,,
,1970,MYS,Asia,10804131,2.02E+14,40.59018793,36.89184793,0.18608,0.08141,3.43085,0,0,0,,,,,,,,,
,1971,MYS,Asia,11062433,1.54E+14,45.16301398,40.40332862,0.47683,0.828745359,3.45411,0,0,0,,,,,,,,,
,1972,MYS,Asia,11324277,1.53E+14,50.52907518,44.89102109,1.20952,1.160504088,3.26803,0,0,0,,,,,,,,,
,1973,MYS,Asia,11592638,1.24E+14,54.62254247,48.86818838,1.15137,1.160504088,3.44248,0,0,0,,,,,,,,,
,1974,MYS,Asia,11871104,1.14E+14,55.67450202,48.69629054,1.15137,2.419251478,3.40759,0,0,0,,,,,,,,,
,1975,MYS,Asia,12162187,7.03E+14,57.79890952,51.37039978,0.10467,2.91624974,3.40759,0,0,0,,,,,,,,,
,1976,MYS,Asia,12468689,8.88E+14,64.01057243,57.30568051,0.1163,3.471751917,3.11684,0,0,0,,,,,,,,,
,1977,MYS,Asia,12790312,1.28E+14,71.05672763,65.14693481,0.12793,3.176742813,2.60512,0,0,0,,,,,,,,,
,1978,MYS,Asia,13122839,1.38E+14,97.13873632,70.55255632,0.27912,23.50423,2.80283,0,0,0,,,,,,,,,
,1979,MYS,Asia,13460031,9.02E+14,118.771626,85.69590599,0.39542,29.24945,3.43085,0,0,0,,,,,,,,,
,1980,MYS,Asia,13798085,1.17E+14,127.8665975,96.89590754,0.5815,26.01631,4.37288,0,0,0,,,,,,,,,
,1981,MYS,Asia,14134058,1.13E+14,131.1731046,103.3774046,1.08159,21.87603,4.83808,0,0,0,,,,,,,,,
